Team,Opponent,Venue,ForAgainst,Red_Cards,Corner_Kicks,Fouls_Commited,Yellow_Cards,Shots,Goal_Kicks,Throw_Ins,Tackles,First_Half_Yellow_Cards,SoT,Offsides,Round,Season,Column1,Unnamed: 0
PAS Giannina,Aris Thessaloniki,Away,Against,0.0,6.0,11.0,4.0,19.0,7.0,20.0,11.0,2.0,6.0,1.0,Gameweek 9,2024,,
AEK Athens,PAOK,Home,For,0.0,5.0,14.0,4.0,14.0,6.0,15.0,15.0,1.0,4.0,0.0,Gameweek 9,2024,,
AEK Athens,PAOK,Home,Against,0.0,2.0,9.0,5.0,4.0,8.0,23.0,14.0,2.0,2.0,3.0,Gameweek 9,2024,,
PAOK,AEK Athens,Away,For,0.0,2.0,9.0,5.0,4.0,8.0,23.0,14.0,2.0,2.0,3.0,Gameweek 9,2024,,
PAOK,AEK Athens,Away,Against,0.0,5.0,14.0,4.0,14.0,6.0,15.0,15.0,1.0,4.0,0.0,Gameweek 9,2024,,
OFI Crete,Olympiacos FC,Home,For,0.0,2.0,7.0,1.0,3.0,12.0,17.0,19.0,0.0,0.0,0.0,Gameweek 9,2024,,
OFI Crete,Olympiacos FC,Home,Against,0.0,3.0,18.0,3.0,15.0,7.0,23.0,13.0,0.0,4.0,3.0,Gameweek 9,2024,,
Olympiacos FC,OFI Crete,Away,For,0.0,3.0,18.0,3.0,15.0,7.0,23.0,13.0,0.0,4.0,3.0,Gameweek 9,2024,,
Olympiacos FC,OFI Crete,Away,Against,0.0,2.0,7.0,1.0,3.0,12.0,17.0,19.0,0.0,0.0,0.0,Gameweek 9,2024,,
AEK Athens,PAS Lamia 1964,Home,For,0.0,9.0,12.0,1.0,22.0,3.0,20.0,23.0,0.0,6.0,4.0,Playoff-Playout Round 10,2024,,
AEK Athens,PAS Lamia 1964,Home,Against,0.0,5.0,12.0,1.0,5.0,20.0,16.0,15.0,1.0,1.0,0.0,Playoff-Playout Round 10,2024,,
PAS Lamia 1964,AEK Athens,Away,For,0.0,5.0,12.0,1.0,5.0,20.0,16.0,15.0,1.0,1.0,0.0,Playoff-Playout Round 10,2024,,
PAS Lamia 1964,AEK Athens,Away,Against,0.0,9.0,12.0,1.0,22.0,3.0,20.0,23.0,0.0,6.0,4.0,Playoff-Playout Round 10,2024,,
Aris Thessaloniki,PAOK,Home,For,0.0,1.0,13.0,4.0,16.0,4.0,21.0,11.0,1.0,3.0,2.0,Playoff-Playout Round 10,2024,,
Aris Thessaloniki,PAOK,Home,Against,1.0,2.0,15.0,4.0,5.0,8.0,26.0,18.0,1.0,2.0,0.0,Playoff-Playout Round 10,2024,,
PAOK,Aris Thessaloniki,Away,For,1.0,2.0,15.0,4.0,5.0,8.0,26.0,18.0,1.0,2.0,0.0,Playoff-Playout Round 10,2024,,
PAOK,Aris Thessaloniki,Away,Against,0.0,1.0,13.0,4.0,16.0,4.0,21.0,11.0,1.0,3.0,2.0,Playoff-Playout Round 10,2024,,
Panathinaikos,Olympiacos FC,Home,For,0.0,8.0,13.0,3.0,13.0,7.0,17.0,21.0,1.0,5.0,1.0,Playoff-Playout Round 10,2024,,
Panathinaikos,Olympiacos FC,Home,Against,1.0,2.0,15.0,5.0,14.0,4.0,28.0,12.0,0.0,4.0,0.0,Playoff-Playout Round 10,2024,,
Olympiacos FC,Panathinaikos,Away,For,1.0,2.0,15.0,5.0,14.0,4.0,28.0,12.0,0.0,4.0,0.0,Playoff-Playout Round 10,2024,,
Olympiacos FC,Panathinaikos,Away,Against,0.0,8.0,13.0,3.0,13.0,7.0,17.0,21.0,1.0,5.0,1.0,Playoff-Playout Round 10,2024,,
PAS Lamia 1964,AEK Athens,Home,For,0.0,1.0,14.0,4.0,2.0,12.0,17.0,21.0,2.0,0.0,0.0,Playoff-Playout Round 1,2024,,
PAS Lamia 1964,AEK Athens,Home,Against,0.0,12.0,11.0,1.0,20.0,3.0,22.0,11.0,0.0,7.0,1.0,Playoff-Playout Round 1,2024,,
AEK Athens,PAS Lamia 1964,Away,For,0.0,12.0,11.0,1.0,20.0,3.0,22.0,11.0,0.0,7.0,1.0,Playoff-Playout Round 1,2024,,
AEK Athens,PAS Lamia 1964,Away,Against,0.0,1.0,14.0,4.0,2.0,12.0,17.0,21.0,2.0,0.0,0.0,Playoff-Playout Round 1,2024,,
Olympiacos FC,Panathinaikos,Home,For,0.0,8.0,13.0,5.0,11.0,5.0,27.0,27.0,2.0,3.0,0.0,Playoff-Playout Round 1,2024,,
Olympiacos FC,Panathinaikos,Home,Against,0.0,5.0,10.0,3.0,13.0,12.0,21.0,14.0,0.0,7.0,2.0,Playoff-Playout Round 1,2024,,
Panathinaikos,Olympiacos FC,Away,For,0.0,5.0,10.0,3.0,13.0,12.0,21.0,14.0,0.0,7.0,2.0,Playoff-Playout Round 1,2024,,
Panathinaikos,Olympiacos FC,Away,Against,0.0,8.0,13.0,5.0,11.0,5.0,27.0,27.0,2.0,3.0,0.0,Playoff-Playout Round 1,2024,,
PAOK,Aris Thessaloniki,Home,For,0.0,7.0,13.0,2.0,12.0,4.0,31.0,13.0,0.0,3.0,3.0,Playoff-Playout Round 1,2024,,
PAOK,Aris Thessaloniki,Home,Against,0.0,1.0,12.0,3.0,7.0,15.0,13.0,25.0,0.0,3.0,1.0,Playoff-Playout Round 1,2024,,
Aris Thessaloniki,PAOK,Away,For,0.0,1.0,12.0,3.0,7.0,15.0,13.0,25.0,0.0,3.0,1.0,Playoff-Playout Round 1,2024,,
Aris Thessaloniki,PAOK,Away,Against,0.0,7.0,13.0,2.0,12.0,4.0,31.0,13.0,0.0,3.0,3.0,Playoff-Playout Round 1,2024,,
Asteras Tripolis,NPS Volos,Home,For,0.0,4.0,14.0,2.0,8.0,5.0,18.0,8.0,0.0,3.0,0.0,Playoff-Playout Round 1,2024,,
Asteras Tripolis,NPS Volos,Home,Against,0.0,5.0,15.0,3.0,10.0,6.0,17.0,22.0,0.0,4.0,3.0,Playoff-Playout Round 1,2024,,
NPS Volos,Asteras Tripolis,Away,For,0.0,5.0,15.0,3.0,10.0,6.0,17.0,22.0,0.0,4.0,3.0,Playoff-Playout Round 1,2024,,
NPS Volos,Asteras Tripolis,Away,Against,0.0,4.0,14.0,2.0,8.0,5.0,18.0,8.0,0.0,3.0,0.0,Playoff-Playout Round 1,2024,,
A.E. Kifisia FC,OFI Crete,Home,For,0.0,5.0,8.0,2.0,15.0,7.0,18.0,10.0,0.0,4.0,2.0,Playoff-Playout Round 1,2024,,
A.E. Kifisia FC,OFI Crete,Home,Against,0.0,8.0,15.0,3.0,12.0,9.0,27.0,12.0,1.0,4.0,3.0,Playoff-Playout Round 1,2024,,
OFI Crete,A.E. Kifisia FC,Away,For,0.0,8.0,15.0,3.0,12.0,9.0,27.0,12.0,1.0,4.0,3.0,Playoff-Playout Round 1,2024,,
OFI Crete,A.E. Kifisia FC,Away,Against,0.0,5.0,8.0,2.0,15.0,7.0,18.0,10.0,0.0,4.0,2.0,Playoff-Playout Round 1,2024,,
Atromitos Athens,PAS Giannina,Home,For,0.0,2.0,12.0,1.0,8.0,7.0,17.0,13.0,0.0,6.0,0.0,Playoff-Playout Round 1,2024,,
Atromitos Athens,PAS Giannina,Home,Against,0.0,6.0,13.0,2.0,17.0,4.0,26.0,9.0,1.0,5.0,5.0,Playoff-Playout Round 1,2024,,
PAS Giannina,Atromitos Athens,Away,For,0.0,6.0,13.0,2.0,17.0,4.0,26.0,9.0,1.0,5.0,5.0,Playoff-Playout Round 1,2024,,
PAS Giannina,Atromitos Athens,Away,Against,0.0,2.0,12.0,1.0,8.0,7.0,17.0,13.0,0.0,6.0,0.0,Playoff-Playout Round 1,2024,,
Panetolikos,Panserraikos,Home,For,0.0,3.0,14.0,3.0,15.0,7.0,16.0,11.0,1.0,9.0,1.0,Playoff-Playout Round 1,2024,,
Panetolikos,Panserraikos,Home,Against,0.0,4.0,22.0,3.0,8.0,7.0,9.0,13.0,1.0,1.0,2.0,Playoff-Playout Round 1,2024,,
Panserraikos,Panetolikos,Away,For,0.0,4.0,22.0,3.0,8.0,7.0,9.0,13.0,1.0,1.0,2.0,Playoff-Playout Round 1,2024,,
Panserraikos,Panetolikos,Away,Against,0.0,3.0,14.0,3.0,15.0,7.0,16.0,11.0,1.0,9.0,1.0,Playoff-Playout Round 1,2024,,
Panserraikos,Asteras Tripolis,Home,For,0.0,2.0,14.0,3.0,9.0,10.0,27.0,9.0,1.0,3.0,2.0,Playoff-Playout Round 2,2024,,
Panserraikos,Asteras Tripolis,Home,Against,0.0,3.0,18.0,7.0,12.0,6.0,23.0,12.0,2.0,1.0,1.0,Playoff-Playout Round 2,2024,,
Asteras Tripolis,Panserraikos,Away,For,0.0,3.0,18.0,7.0,12.0,6.0,23.0,12.0,2.0,1.0,1.0,Playoff-Playout Round 2,2024,,
Asteras Tripolis,Panserraikos,Away,Against,0.0,2.0,14.0,3.0,9.0,10.0,27.0,9.0,1.0,3.0,2.0,Playoff-Playout Round 2,2024,,
NPS Volos,A.E. Kifisia FC,Home,For,1.0,7.0,24.0,5.0,15.0,10.0,13.0,23.0,0.0,9.0,6.0,Playoff-Playout Round 2,2024,,
NPS Volos,A.E. Kifisia FC,Home,Against,0.0,2.0,10.0,4.0,17.0,5.0,18.0,14.0,1.0,9.0,1.0,Playoff-Playout Round 2,2024,,
A.E. Kifisia FC,NPS Volos,Away,For,0.0,2.0,10.0,4.0,17.0,5.0,18.0,14.0,1.0,9.0,1.0,Playoff-Playout Round 2,2024,,
A.E. Kifisia FC,NPS Volos,Away,Against,1.0,7.0,24.0,5.0,15.0,10.0,13.0,23.0,0.0,9.0,6.0,Playoff-Playout Round 2,2024,,
PAS Giannina,Panetolikos,Home,For,0.0,3.0,15.0,1.0,12.0,7.0,27.0,11.0,0.0,4.0,1.0,Playoff-Playout Round 2,2024,,
PAS Giannina,Panetolikos,Home,Against,0.0,2.0,20.0,1.0,12.0,10.0,17.0,13.0,1.0,4.0,2.0,Playoff-Playout Round 2,2024,,
Panetolikos,PAS Giannina,Away,For,0.0,2.0,20.0,1.0,12.0,10.0,17.0,13.0,1.0,4.0,2.0,Playoff-Playout Round 2,2024,,
Panetolikos,PAS Giannina,Away,Against,0.0,3.0,15.0,1.0,12.0,7.0,27.0,11.0,0.0,4.0,1.0,Playoff-Playout Round 2,2024,,
OFI Crete,Atromitos Athens,Home,For,0.0,5.0,9.0,3.0,19.0,7.0,21.0,14.0,1.0,4.0,0.0,Playoff-Playout Round 2,2024,,
OFI Crete,Atromitos Athens,Home,Against,0.0,3.0,17.0,5.0,12.0,17.0,15.0,13.0,1.0,3.0,0.0,Playoff-Playout Round 2,2024,,
Atromitos Athens,OFI Crete,Away,For,0.0,3.0,17.0,5.0,12.0,17.0,15.0,13.0,1.0,3.0,0.0,Playoff-Playout Round 2,2024,,
Atromitos Athens,OFI Crete,Away,Against,0.0,5.0,9.0,3.0,19.0,7.0,21.0,14.0,1.0,4.0,0.0,Playoff-Playout Round 2,2024,,
Panathinaikos,PAOK,Home,For,1.0,6.0,6.0,1.0,18.0,5.0,27.0,11.0,0.0,7.0,2.0,Playoff-Playout Round 2,2024,,
Panathinaikos,PAOK,Home,Against,0.0,4.0,17.0,6.0,13.0,8.0,18.0,23.0,2.0,10.0,1.0,Playoff-Playout Round 2,2024,,
PAOK,Panathinaikos,Away,For,0.0,4.0,17.0,6.0,13.0,8.0,18.0,23.0,2.0,10.0,1.0,Playoff-Playout Round 2,2024,,
PAOK,Panathinaikos,Away,Against,1.0,6.0,6.0,1.0,18.0,5.0,27.0,11.0,0.0,7.0,2.0,Playoff-Playout Round 2,2024,,
AEK Athens,Olympiacos FC,Home,For,0.0,2.0,15.0,3.0,11.0,7.0,19.0,19.0,0.0,5.0,1.0,Playoff-Playout Round 2,2024,,
AEK Athens,Olympiacos FC,Home,Against,0.0,4.0,17.0,5.0,14.0,5.0,19.0,23.0,2.0,6.0,1.0,Playoff-Playout Round 2,2024,,
Olympiacos FC,AEK Athens,Away,For,0.0,4.0,17.0,5.0,14.0,5.0,19.0,23.0,2.0,6.0,1.0,Playoff-Playout Round 2,2024,,
Olympiacos FC,AEK Athens,Away,Against,0.0,2.0,15.0,3.0,11.0,7.0,19.0,19.0,0.0,5.0,1.0,Playoff-Playout Round 2,2024,,
Aris Thessaloniki,PAS Lamia 1964,Home,For,0.0,13.0,16.0,3.0,21.0,4.0,20.0,25.0,2.0,9.0,4.0,Playoff-Playout Round 2,2024,,
Aris Thessaloniki,PAS Lamia 1964,Home,Against,0.0,4.0,11.0,3.0,11.0,7.0,12.0,16.0,3.0,1.0,0.0,Playoff-Playout Round 2,2024,,
PAS Lamia 1964,Aris Thessaloniki,Away,For,0.0,4.0,11.0,3.0,11.0,7.0,12.0,16.0,3.0,1.0,0.0,Playoff-Playout Round 2,2024,,
PAS Lamia 1964,Aris Thessaloniki,Away,Against,0.0,13.0,16.0,3.0,21.0,4.0,20.0,25.0,2.0,9.0,4.0,Playoff-Playout Round 2,2024,,
Olympiacos FC,Aris Thessaloniki,Home,For,0.0,9.0,11.0,2.0,20.0,7.0,17.0,24.0,0.0,9.0,4.0,Playoff-Playout Round 3,2024,,
Olympiacos FC,Aris Thessaloniki,Home,Against,0.0,0.0,6.0,2.0,6.0,5.0,16.0,15.0,2.0,0.0,2.0,Playoff-Playout Round 3,2024,,
Aris Thessaloniki,Olympiacos FC,Away,For,0.0,0.0,6.0,2.0,6.0,5.0,16.0,15.0,2.0,0.0,2.0,Playoff-Playout Round 3,2024,,
Aris Thessaloniki,Olympiacos FC,Away,Against,0.0,9.0,11.0,2.0,20.0,7.0,17.0,24.0,0.0,9.0,4.0,Playoff-Playout Round 3,2024,,
PAOK,PAS Lamia 1964,Home,For,0.0,13.0,4.0,0.0,18.0,5.0,28.0,18.0,0.0,7.0,2.0,Playoff-Playout Round 3,2024,,
PAOK,PAS Lamia 1964,Home,Against,0.0,3.0,17.0,3.0,6.0,4.0,17.0,21.0,0.0,1.0,3.0,Playoff-Playout Round 3,2024,,
PAS Lamia 1964,PAOK,Away,For,0.0,3.0,17.0,3.0,6.0,4.0,17.0,21.0,0.0,1.0,3.0,Playoff-Playout Round 3,2024,,
PAS Lamia 1964,PAOK,Away,Against,0.0,13.0,4.0,0.0,18.0,5.0,28.0,18.0,0.0,7.0,2.0,Playoff-Playout Round 3,2024,,
Panathinaikos,AEK Athens,Home,For,0.0,1.0,12.0,4.0,11.0,14.0,8.0,15.0,0.0,5.0,2.0,Playoff-Playout Round 3,2024,,
Panathinaikos,AEK Athens,Home,Against,0.0,11.0,12.0,3.0,19.0,2.0,15.0,13.0,2.0,5.0,0.0,Playoff-Playout Round 3,2024,,
AEK Athens,Panathinaikos,Away,For,0.0,11.0,12.0,3.0,19.0,2.0,15.0,13.0,2.0,5.0,0.0,Playoff-Playout Round 3,2024,,
AEK Athens,Panathinaikos,Away,Against,0.0,1.0,12.0,4.0,11.0,14.0,8.0,15.0,0.0,5.0,2.0,Playoff-Playout Round 3,2024,,
Atromitos Athens,Panserraikos,Home,For,0.0,5.0,17.0,6.0,10.0,3.0,24.0,12.0,2.0,2.0,0.0,Playoff-Playout Round 3,2024,,
Atromitos Athens,Panserraikos,Home,Against,0.0,1.0,20.0,3.0,10.0,6.0,22.0,16.0,1.0,4.0,2.0,Playoff-Playout Round 3,2024,,
Panserraikos,Atromitos Athens,Away,For,0.0,1.0,20.0,3.0,10.0,6.0,22.0,16.0,1.0,4.0,2.0,Playoff-Playout Round 3,2024,,
Panserraikos,Atromitos Athens,Away,Against,0.0,5.0,17.0,6.0,10.0,3.0,24.0,12.0,2.0,2.0,0.0,Playoff-Playout Round 3,2024,,
Asteras Tripolis,A.E. Kifisia FC,Home,For,0.0,4.0,22.0,5.0,12.0,8.0,23.0,9.0,1.0,3.0,2.0,Playoff-Playout Round 3,2024,,
Asteras Tripolis,A.E. Kifisia FC,Home,Against,1.0,3.0,16.0,3.0,8.0,9.0,7.0,10.0,0.0,4.0,2.0,Playoff-Playout Round 3,2024,,
A.E. Kifisia FC,Asteras Tripolis,Away,For,1.0,3.0,16.0,3.0,8.0,9.0,7.0,10.0,0.0,4.0,2.0,Playoff-Playout Round 3,2024,,
A.E. Kifisia FC,Asteras Tripolis,Away,Against,0.0,4.0,22.0,5.0,12.0,8.0,23.0,9.0,1.0,3.0,2.0,Playoff-Playout Round 3,2024,,
Panetolikos,NPS Volos,Home,For,1.0,9.0,18.0,4.0,18.0,7.0,16.0,8.0,1.0,2.0,1.0,Playoff-Playout Round 3,2024,,
Panetolikos,NPS Volos,Home,Against,1.0,3.0,23.0,2.0,7.0,14.0,12.0,10.0,1.0,1.0,2.0,Playoff-Playout Round 3,2024,,
NPS Volos,Panetolikos,Away,For,1.0,3.0,23.0,2.0,7.0,14.0,12.0,10.0,1.0,1.0,2.0,Playoff-Playout Round 3,2024,,
NPS Volos,Panetolikos,Away,Against,1.0,9.0,18.0,4.0,18.0,7.0,16.0,8.0,1.0,2.0,1.0,Playoff-Playout Round 3,2024,,
OFI Crete,PAS Giannina,Home,For,0.0,6.0,17.0,0.0,21.0,8.0,25.0,15.0,0.0,8.0,2.0,Playoff-Playout Round 3,2024,,
OFI Crete,PAS Giannina,Home,Against,1.0,2.0,10.0,3.0,12.0,14.0,14.0,10.0,0.0,4.0,1.0,Playoff-Playout Round 3,2024,,
PAS Giannina,OFI Crete,Away,For,1.0,2.0,10.0,3.0,12.0,14.0,14.0,10.0,0.0,4.0,1.0,Playoff-Playout Round 3,2024,,
PAS Giannina,OFI Crete,Away,Against,0.0,6.0,17.0,0.0,21.0,8.0,25.0,15.0,0.0,8.0,2.0,Playoff-Playout Round 3,2024,,
PAS Lamia 1964,Olympiacos FC,Home,For,0.0,2.0,13.0,1.0,9.0,6.0,13.0,22.0,0.0,2.0,1.0,Playoff-Playout Round 4,2024,,
PAS Lamia 1964,Olympiacos FC,Home,Against,0.0,4.0,18.0,1.0,19.0,6.0,29.0,20.0,1.0,10.0,2.0,Playoff-Playout Round 4,2024,,
Olympiacos FC,PAS Lamia 1964,Away,For,0.0,4.0,18.0,1.0,19.0,6.0,29.0,20.0,1.0,10.0,2.0,Playoff-Playout Round 4,2024,,
Olympiacos FC,PAS Lamia 1964,Away,Against,0.0,2.0,13.0,1.0,9.0,6.0,13.0,22.0,0.0,2.0,1.0,Playoff-Playout Round 4,2024,,
Aris Thessaloniki,Panathinaikos,Home,For,0.0,8.0,16.0,2.0,23.0,7.0,16.0,19.0,1.0,5.0,0.0,Playoff-Playout Round 4,2024,,
Aris Thessaloniki,Panathinaikos,Home,Against,0.0,1.0,17.0,3.0,10.0,8.0,19.0,18.0,2.0,3.0,0.0,Playoff-Playout Round 4,2024,,
Panathinaikos,Aris Thessaloniki,Away,For,0.0,1.0,17.0,3.0,10.0,8.0,19.0,18.0,2.0,3.0,0.0,Playoff-Playout Round 4,2024,,
Panathinaikos,Aris Thessaloniki,Away,Against,0.0,8.0,16.0,2.0,23.0,7.0,16.0,19.0,1.0,5.0,0.0,Playoff-Playout Round 4,2024,,
AEK Athens,PAOK,Home,For,0.0,3.0,13.0,6.0,9.0,4.0,35.0,15.0,1.0,3.0,2.0,Playoff-Playout Round 4,2024,,
AEK Athens,PAOK,Home,Against,0.0,6.0,16.0,6.0,9.0,9.0,16.0,19.0,2.0,4.0,1.0,Playoff-Playout Round 4,2024,,
PAOK,AEK Athens,Away,For,0.0,6.0,16.0,6.0,9.0,9.0,16.0,19.0,2.0,4.0,1.0,Playoff-Playout Round 4,2024,,
PAOK,AEK Athens,Away,Against,0.0,3.0,13.0,6.0,9.0,4.0,35.0,15.0,1.0,3.0,2.0,Playoff-Playout Round 4,2024,,
Panserraikos,OFI Crete,Home,For,0.0,1.0,14.0,3.0,9.0,5.0,21.0,13.0,1.0,4.0,0.0,Playoff-Playout Round 4,2024,,
Panserraikos,OFI Crete,Home,Against,0.0,6.0,12.0,4.0,14.0,5.0,16.0,8.0,3.0,6.0,1.0,Playoff-Playout Round 4,2024,,
OFI Crete,Panserraikos,Away,For,0.0,6.0,12.0,4.0,14.0,5.0,16.0,8.0,3.0,6.0,1.0,Playoff-Playout Round 4,2024,,
OFI Crete,Panserraikos,Away,Against,0.0,1.0,14.0,3.0,9.0,5.0,21.0,13.0,1.0,4.0,0.0,Playoff-Playout Round 4,2024,,
NPS Volos,Atromitos Athens,Home,For,0.0,7.0,21.0,3.0,13.0,3.0,22.0,16.0,0.0,8.0,0.0,Playoff-Playout Round 4,2024,,
NPS Volos,Atromitos Athens,Home,Against,0.0,2.0,21.0,5.0,12.0,3.0,20.0,17.0,2.0,5.0,2.0,Playoff-Playout Round 4,2024,,
Atromitos Athens,NPS Volos,Away,For,0.0,2.0,21.0,5.0,12.0,3.0,20.0,17.0,2.0,5.0,2.0,Playoff-Playout Round 4,2024,,
Atromitos Athens,NPS Volos,Away,Against,0.0,7.0,21.0,3.0,13.0,3.0,22.0,16.0,0.0,8.0,0.0,Playoff-Playout Round 4,2024,,
PAS Giannina,Asteras Tripolis,Home,For,0.0,10.0,13.0,4.0,15.0,5.0,27.0,12.0,2.0,1.0,3.0,Playoff-Playout Round 4,2024,,
PAS Giannina,Asteras Tripolis,Home,Against,0.0,6.0,21.0,5.0,9.0,13.0,29.0,8.0,1.0,3.0,1.0,Playoff-Playout Round 4,2024,,
Asteras Tripolis,PAS Giannina,Away,For,0.0,6.0,21.0,5.0,9.0,13.0,29.0,8.0,1.0,3.0,1.0,Playoff-Playout Round 4,2024,,
Asteras Tripolis,PAS Giannina,Away,Against,0.0,10.0,13.0,4.0,15.0,5.0,27.0,12.0,2.0,1.0,3.0,Playoff-Playout Round 4,2024,,
A.E. Kifisia FC,Panetolikos,Home,For,0.0,2.0,11.0,1.0,18.0,6.0,27.0,26.0,0.0,2.0,1.0,Playoff-Playout Round 4,2024,,
A.E. Kifisia FC,Panetolikos,Home,Against,0.0,6.0,22.0,3.0,11.0,10.0,31.0,16.0,0.0,3.0,3.0,Playoff-Playout Round 4,2024,,
Panetolikos,A.E. Kifisia FC,Away,For,0.0,6.0,22.0,3.0,11.0,10.0,31.0,16.0,0.0,3.0,3.0,Playoff-Playout Round 4,2024,,
Panetolikos,A.E. Kifisia FC,Away,Against,0.0,2.0,11.0,1.0,18.0,6.0,27.0,26.0,0.0,2.0,1.0,Playoff-Playout Round 4,2024,,
Panathinaikos,PAS Lamia 1964,Home,For,0.0,7.0,8.0,0.0,23.0,3.0,20.0,20.0,0.0,6.0,2.0,Playoff-Playout Round 5,2024,,
Panathinaikos,PAS Lamia 1964,Home,Against,0.0,1.0,17.0,5.0,6.0,11.0,19.0,15.0,1.0,1.0,1.0,Playoff-Playout Round 5,2024,,
PAS Lamia 1964,Panathinaikos,Away,For,0.0,1.0,17.0,5.0,6.0,11.0,19.0,15.0,1.0,1.0,1.0,Playoff-Playout Round 5,2024,,
PAS Lamia 1964,Panathinaikos,Away,Against,0.0,7.0,8.0,0.0,23.0,3.0,20.0,20.0,0.0,6.0,2.0,Playoff-Playout Round 5,2024,,
AEK Athens,Aris Thessaloniki,Home,For,0.0,4.0,21.0,2.0,15.0,3.0,21.0,13.0,1.0,7.0,1.0,Playoff-Playout Round 5,2024,,
AEK Athens,Aris Thessaloniki,Home,Against,0.0,2.0,17.0,5.0,5.0,10.0,16.0,14.0,2.0,2.0,1.0,Playoff-Playout Round 5,2024,,
Aris Thessaloniki,AEK Athens,Away,For,0.0,2.0,17.0,5.0,5.0,10.0,16.0,14.0,2.0,2.0,1.0,Playoff-Playout Round 5,2024,,
Aris Thessaloniki,AEK Athens,Away,Against,0.0,4.0,21.0,2.0,15.0,3.0,21.0,13.0,1.0,7.0,1.0,Playoff-Playout Round 5,2024,,
OFI Crete,NPS Volos,Home,For,0.0,3.0,11.0,1.0,14.0,9.0,22.0,18.0,1.0,8.0,0.0,Playoff-Playout Round 5,2024,,
OFI Crete,NPS Volos,Home,Against,0.0,3.0,6.0,1.0,7.0,5.0,23.0,10.0,1.0,4.0,3.0,Playoff-Playout Round 5,2024,,
NPS Volos,OFI Crete,Away,For,0.0,3.0,6.0,1.0,7.0,5.0,23.0,10.0,1.0,4.0,3.0,Playoff-Playout Round 5,2024,,
NPS Volos,OFI Crete,Away,Against,0.0,3.0,11.0,1.0,14.0,9.0,22.0,18.0,1.0,8.0,0.0,Playoff-Playout Round 5,2024,,
Asteras Tripolis,Panetolikos,Home,For,0.0,10.0,15.0,1.0,10.0,8.0,19.0,4.0,1.0,2.0,1.0,Playoff-Playout Round 5,2024,,
Asteras Tripolis,Panetolikos,Home,Against,0.0,6.0,8.0,1.0,14.0,11.0,14.0,10.0,0.0,7.0,3.0,Playoff-Playout Round 5,2024,,
Panetolikos,Asteras Tripolis,Away,For,0.0,6.0,8.0,1.0,14.0,11.0,14.0,10.0,0.0,7.0,3.0,Playoff-Playout Round 5,2024,,
Panetolikos,Asteras Tripolis,Away,Against,0.0,10.0,15.0,1.0,10.0,8.0,19.0,4.0,1.0,2.0,1.0,Playoff-Playout Round 5,2024,,
Atromitos Athens,A.E. Kifisia FC,Home,For,0.0,3.0,20.0,3.0,15.0,4.0,21.0,18.0,1.0,3.0,3.0,Playoff-Playout Round 5,2024,,
Atromitos Athens,A.E. Kifisia FC,Home,Against,0.0,5.0,15.0,6.0,15.0,8.0,22.0,8.0,2.0,8.0,2.0,Playoff-Playout Round 5,2024,,
A.E. Kifisia FC,Atromitos Athens,Away,For,0.0,5.0,15.0,6.0,15.0,8.0,22.0,8.0,2.0,8.0,2.0,Playoff-Playout Round 5,2024,,
A.E. Kifisia FC,Atromitos Athens,Away,Against,0.0,3.0,20.0,3.0,15.0,4.0,21.0,18.0,1.0,3.0,3.0,Playoff-Playout Round 5,2024,,
Panserraikos,PAS Giannina,Home,For,0.0,6.0,13.0,3.0,13.0,2.0,26.0,14.0,0.0,5.0,3.0,Playoff-Playout Round 5,2024,,
Panserraikos,PAS Giannina,Home,Against,0.0,4.0,20.0,3.0,12.0,5.0,19.0,9.0,2.0,3.0,0.0,Playoff-Playout Round 5,2024,,
PAS Giannina,Panserraikos,Away,For,0.0,4.0,20.0,3.0,12.0,5.0,19.0,9.0,2.0,3.0,0.0,Playoff-Playout Round 5,2024,,
PAS Giannina,Panserraikos,Away,Against,0.0,6.0,13.0,3.0,13.0,2.0,26.0,14.0,0.0,5.0,3.0,Playoff-Playout Round 5,2024,,
PAOK,Olympiacos FC,Home,For,0.0,3.0,9.0,3.0,10.0,3.0,26.0,14.0,0.0,2.0,4.0,Playoff-Playout Round 5,2024,,
PAOK,Olympiacos FC,Home,Against,0.0,3.0,12.0,4.0,13.0,5.0,28.0,13.0,0.0,3.0,2.0,Playoff-Playout Round 5,2024,,
Olympiacos FC,PAOK,Away,For,0.0,3.0,12.0,4.0,13.0,5.0,28.0,13.0,0.0,3.0,2.0,Playoff-Playout Round 5,2024,,
Olympiacos FC,PAOK,Away,Against,0.0,3.0,9.0,3.0,10.0,3.0,26.0,14.0,0.0,2.0,4.0,Playoff-Playout Round 5,2024,,
PAS Lamia 1964,Panathinaikos,Home,For,0.0,2.0,11.0,2.0,10.0,5.0,24.0,13.0,1.0,5.0,3.0,Playoff-Playout Round 6,2024,,
PAS Lamia 1964,Panathinaikos,Home,Against,0.0,4.0,18.0,2.0,18.0,8.0,28.0,16.0,1.0,8.0,2.0,Playoff-Playout Round 6,2024,,
Panathinaikos,PAS Lamia 1964,Away,For,0.0,4.0,18.0,2.0,18.0,8.0,28.0,16.0,1.0,8.0,2.0,Playoff-Playout Round 6,2024,,
Panathinaikos,PAS Lamia 1964,Away,Against,0.0,2.0,11.0,2.0,10.0,5.0,24.0,13.0,1.0,5.0,3.0,Playoff-Playout Round 6,2024,,
